text,created_at,author/followers_count,author/screen_name
"RT @FinchelsteinF: My book The Ideological Origins of the Dirty War, Oxford University Press @OUPAcademic is out! http://t.co/d45waH5GMB",1395303062,397,TanyaHarmer
RT @OUPAcademic: Bumblebees in English gardens http://t.co/GQaOTGrxXb by @PlymUni lecturer Michael Hanley cc: @OxfordJournals @annbot #bees,1395301546,8,maryjane_68
RT @OUPAcademic: Bumblebees in English gardens http://t.co/GQaOTGrxXb by @PlymUni lecturer Michael Hanley cc: @OxfordJournals @annbot #bees,1395301130,12,Noval_AM
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395298749,59,dermotferris
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395285427,12,Noval_AM
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395285170,5779,winterthur
RT @OUPAcademic: ‘The Outrage Industry’ Examines Polarizing Political Commentary  http://t.co/zkEDKQyNPI via @WBUR #media #politics,1395284739,3116,zebrafinch
Time for fried chikin RT @OUPAcademic: Happy National Poultry Day! Read latest research in the (cont) http://t.co/QVrMDx1ug9,1395282548,143,bathead_soup
Time for fried chikin RT @OUPAcademic: Happy National Poultry Day! Read latest research in the (cont) http://t.co/svVR0NZ67y,1395282546,21,imaspacegypsy
"RT @OUPAcademic: Beggars, buggers, and bigots, --- and goats? http://t.co/IN9XpnxwlJ #etymology",1395276479,12,Noval_AM
RT @Demografia_CSIC: The Hispanic Community in the #US is at greater risk of #hypertension and cardiovascular disease http://t.co/68SEoY8uZ…,1395275959,43,Candidoph
"RT @OUPAcademic: Beggars, buggers, and bigots, --- and goats? http://t.co/IN9XpnxwlJ #etymology",1395274684,119,twoARguys
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395272976,202,decommentariis
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395271438,216,miss_batesreads
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395270946,15,LALawyer13
RT @OUPAcademic: #twitterstorian with a 'to read' pile? Read @enghistrev 2011/2012 book review articles for free through 2014 http://t.co/e…,1395270051,1109,HistoryLiberty
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395269309,276,Jasmine_R_J
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395269205,12,Noval_AM
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395269029,53,KarenStephan
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395269029,160,rjdickie72
"RT @OUPAcademic: Ovid, the cusp of Spring, and rebirth and transformation http://t.co/3D43WPW5In by Jane Alison @VABookFest #vabook #Ovid",1395268961,712,ProfChristensen
RT @LSEReviewBooks: Latest #economics review: Wrong: 9 Economic Policy Disasters &amp; What We Can Learn from Them by R Grossman @OUPAcademic h…,1395268842,81,glezaran
RT @hangingnoodles: MT @OUPAcademic: Of Sexual Irregularities…by Jeremy Bentham http://t.co/dCkPjucfZ1  //see also Bentham's bucket error h…,1395260564,573,asehelene
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395259133,97,RJMachado06
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395258798,61,genengboy
"RT @redemmas: Just in! ""Seventeen Contradictions and the End of Capitalism"" the latest from @profdavidharvey via @OUPAcademic http://t.co/r…",1395258487,1,trishcassar
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395258289,1189,MarieAnneLeCler
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395258102,70,cloudscholar
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395258067,12,Noval_AM
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395257650,420,oykukayaalp
"RT @OUPAcademic: Of Sexual Irregularities, and other writings on Sexual Morality by Jeremy Bentham http://t.co/nfXpycO0CQ #sexy19thcenturyb…",1395257641,388,SHolmesPastPres
"RT @redemmas: Just in! ""Seventeen Contradictions and the End of Capitalism"" the latest from @profdavidharvey via @OUPAcademic http://t.co/r…",1395249877,84,SCANDOY
RT @OUPAcademic: How Harry Nilsson became involved with the Monkees http://t.co/a0a0TZv01M cc: @AlynShipton @monkeescon2014 #Monkees,1395249672,1533,lifesjustpeachy
RT @OUPAcademic: How Harry Nilsson became involved with the Monkees http://t.co/a0a0TZv01M cc: @AlynShipton @monkeescon2014 #Monkees,1395249483,40,loriemiller
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395249089,95,LaurahHeafield
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395248129,12,Noval_AM
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395247855,239,kubraunal14
Bibliotecas del mundo RT @OUPAcademic World's 20 Most Stunning Libraries http://t.co/8F4OPpi4yg  via @fodorstravel h/t @ShelfAwareness,1395246979,1167,motarebeca
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395246862,70,AndreaGardenzio
RT @OUPAcademic: Thomas Jefferson’s Statute for Religious Freedom http://t.co/xijhG4yo7p by Joy Hakim #twitterstorians,1395246779,15,RAVC1998
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395246530,748,WitchcraftWanda
RT @OUPAcademic: World's 20 Most Stunning Libraries  http://t.co/xRF0l2Q6w2 via @fodorstravel h/t @ShelfAwareness,1395246484,620,JasonSteinhauer
"RT @OUPAcademic: Today is World Social Work Day. Free articles from journals, books, and reference: http://t.co/lEfut1gumW #socialwork #All…",1395242330,329,charleyjames89
RT @OUPAcademic: How do social workers deal with disaster response and recovery? Lessons from  Superstorm Sandy http://t.co/4KR3SXyj41 #soc…,1395242312,329,charleyjames89
RT @OUPAcademic: Eddie Shapiro's Nothing Like a Dame Profiles 20 of Broadway's Most Iconic Divas http://t.co/MFN9QOJxyZ by @c_wong79 @HuffP…,1395235833,1362,c_wong79
"RT @OUPAcademic: Beggars, buggers, and bigots, part 4 (final in the series) http://t.co/IN9XpnxwlJ #etymology",1395234788,12,Noval_AM
"RT @jdmier: @taylorswift13 no taylor swift, those aren't your boyfriends, those are bands",1395348319,1613,thedorkofhere
"RT @edsheeran: Bit late on this I know, but my mate @taylorswift13's single 'we are never getting back together' is out in the UK now! Like…",1395348309,441,Alysssaa_13_
"RT @LukeFriendMusic: ""Cause when your 15 and somebody tells you they love you, your gonna believe them"" @taylorswift13 #loveitloveitloveit",1395348296,1379,radfriendies_
"RT @taylorswift13: One of the only unchanging things about my life in the last 10 years is my love of Paramore, Ingrid Michaelson, Fall Out…",1395348292,459,EmmaLizThompson
RT @taylorswift13: Midnight cinnamon roll. I'd blame the jet lag but I'm not even sorry. http://t.co/dzfbKMikZa,1395348273,793,swiftplusrk
RT @OnAirWithRyan: Watch first trailer for @TheGiverMovie starring @taylorswift13 @KatieHolmes212 http://t.co/RDvEVHRKiW http://t.co/GlWlo8…,1395348256,748,MariaJDrew
RT @taylorswift13: Lena on @jimmyfallon = the most adorable interview ever and I'm sad that it's over.,1395348236,1149,alechuil
RT @TSwift_fearless: “@taylorswift13: She's so BORED. http://t.co/5c0bPc85XI” She's so CUTE.,1395348231,1827,AllTooSwiftiex
RT @leah_cowan22: Maybe @taylorswift13 does have twin... And she's named Becky. #SwiftieJoke,1395348222,207,evanholmquist
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348210,414,taylorftirwin
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348198,1364,taylorssalgron
"RT @NV_GUAP: @taylorswift13 I met you today at whole foods, I hope you liked the fish I got for you. I was so shocked when I saw you I want…",1395348193,146,Palegingerbbs
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348185,1949,SecuteLikeBiebs
"RT @NV_GUAP: @taylorswift13 I have to say you are more beautiful in person than on tv, I found it so kind that you were worried about skipp…",1395348185,146,Palegingerbbs
"RT @NV_GUAP: @vancouverswift @taylorswift13 yes I am I was just shocked, our policy is not to say hi or take pictures, I was so sad.",1395348178,146,Palegingerbbs
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348177,127,Boo99Becky
"RT @NV_GUAP: @DetroitSheeran @taylorswift13 no scene some ppl didn't notice her, she's a frequent customer so security is always on high al…",1395348173,146,Palegingerbbs
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348095,5677,ollgflowers
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348087,153,_jubsh
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348080,577,holygroundharry
"RT @taylorswift13: One of the only unchanging things about my life in the last 10 years is my love of Paramore, Ingrid Michaelson, Fall Out…",1395348067,238,chiariluuu
RT @TSwift_fearless: “@taylorswift13: She's so BORED. http://t.co/5c0bPc85XI” She's so CUTE.,1395348063,1204,doctorwholocks
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348057,250,swiftsparkle22
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348052,42,Ashleighwhite10
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348044,23,swiftieruss2513
RT @TSwift_fearless: “@taylorswift13: She's so BORED. http://t.co/5c0bPc85XI” She's so CUTE.,1395348041,8465,aquilinaswiftt
RT @justinbieber: every1 this weekend let's try and get BABY to #1 on ITUNES!! would b my first #1 and a dream come true. sorry @taylorswif…,1395348034,4355,fanaticbiebah
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395348032,301,JesiiMendiola
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395348015,625,rhyseyradz
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347939,677,TSwift_fearless
"RT @LukeFriendMusic: ""Cause when your 15 and somebody tells you they love you, your gonna believe them"" @taylorswift13 #loveitloveitloveit",1395347935,175,Geniejcat13
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347908,1517,fuckm3jb
"RT @taylorswift13: ""State of Grace"" comes out tonight on iTunes at midnight! yayyyyyyyy!",1395347907,677,TSwift_fearless
RT @beeizz13: Haha even my first tweet was about @taylorswift13 ❤️❤️😂😂😂😘😘  #swiftie http://t.co/sWyrz5YgHr,1395347899,1449,maynardbiebs
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347895,332,swiftielly13
"RT @LukeFriendMusic: ""Cause when your 15 and somebody tells you they love you, your gonna believe them"" @taylorswift13 #loveitloveitloveit",1395347870,968,itwerk4hazza
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347865,818,Teen_Diamond
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347860,2754,drowzyboyniall
"RT @LukeFriendMusic: ""Cause when your 15 and somebody tells you they love you, your gonna believe them"" @taylorswift13 #loveitloveitloveit",1395347853,516,Chocuk24
RT @TSwift_fearless: “@taylorswift13: She's so BORED. http://t.co/5c0bPc85XI” She's so CUTE.,1395347849,1774,swxftluvsyou
"RT @taylorswift13: Well hello again, summer.
And green grass
Cloudless blue skies.
And dancing in the afternoon
for no reason at all. http:…",1395347847,677,TSwift_fearless
"RT @carlitasaputri: And I just wanna tell you, it takes everything in me not to call you, and I… ♫ I Almost Do by @taylorswift13 — https://…",1395347797,269,Friscaa_Y
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347778,2207,drauhlstep
RT @graciousswift13: @taylorswift13 hey here's a wild idea buy a house next door to mine,1395347771,143,JennyHawkins_15
"RT @OrTuris24: @readbio_pleaase @lovefearless_13,Swifties always together and supporting each other to get a more beautiful smile to @taylo…",1395347758,139,lovefearless_13
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347746,538,bloodyp4yne
RT @graciousswift13: @taylorswift13 hey here's a wild idea buy a house next door to mine,1395347729,96,ally_swiftie13
"RT @TasteOfCountry: Taylor, we see you, girl! Can you spot @TaylorSwift13 in the trailer for #TheGiver? http://t.co/oDWwJrpTOy",1395347723,748,MariaJDrew
"RT @LukeFriendMusic: ""Cause when your 15 and somebody tells you they love you, your gonna believe them"" @taylorswift13 #loveitloveitloveit",1395347685,778,EkulsHouse_x
RT @taylorswift13: I love! RT@justinbieber I posted it!!! My response VIDEO to @taylorswift13 with an EXCLUSIVE SONG from my album...ENJOY …,1395347651,10913,redsheeran22
"RT @CherLloyd: Had the most amazing time performing with @taylorswift13 ,She's the sweetest girl I've ever met!!! Loved it!!! Xxx http://t.…",1395347641,63,Damla97652151
"RT @taylorswift13: One of the only unchanging things about my life in the last 10 years is my love of Paramore, Ingrid Michaelson, Fall Out…",1395347586,320,BonnieM13
"RT @GlittersSwift13: Taylor, i wanna meet you so badddd :( @taylorswift13",1395347584,3119,swiftsgonnalove
RT @graciousswift13: @taylorswift13 hey here's a wild idea buy a house next door to mine,1395347581,441,itslstock
"RT @taylorswift13: Spent all day with the other Taylor. Lots of laughing, lots of confusion over which one was actually being called to set…",1395347575,1837,falloutmarina
"RT @taylorswift13: Berlin, you were a DREAM!! AND @edsheeran came along to surprise you with 'I See Fire'. Thank you for being wonderful. 🇩…",1395347564,289,Caaroll_IphoneD
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347563,285,JoniCSW
RT @taylorswift13: A huge thank you to US Ambassador @MatthewBarzun for giving me this pin that so accurately expresses my feelings. http:/…,1395347557,289,Caaroll_IphoneD
"RT @taylorswift13: My publicist describing the fashion direction of this shoot to me: ""It's supposed to be festive, but not 'Taylor Swift t…",1395347548,1463,All_TSwift13
RT @taylorswift13: Just googling when I can watch @GraceEGold skate in the Olympics next... How adorable and lovely is she?! http://t.co/2h…,1395347547,289,Caaroll_IphoneD
RT @taylorswift13: HAPPYBIRTHDAY @edsheeran! Now let's take a moment to reflect back on the best outfit you've ever worn. @austinswift7 htt…,1395347538,289,Caaroll_IphoneD
"RT @taylorswift13: California here we come, right back where we started from... ROAD TRIP!! @karliekloss http://t.co/D9CkMwfwT6",1395347529,289,Caaroll_IphoneD
RT @taylorswift13: This forest situation. @karliekloss http://t.co/E9k0nZx310,1395347523,289,Caaroll_IphoneD
"RT @taylorswift13: Beach, forests, cliffs, Northern California, sand, flower picking. Best road trip ever. @karliekloss http://t.co/8hw7cow…",1395347515,289,Caaroll_IphoneD
RT @taylorswift13: On the way home. @karliekloss http://t.co/CDIfFGFoqA,1395347509,289,Caaroll_IphoneD
"RT @taylorswift13: Happy Birthday, @austinswift7! I made an annoying meme to celebrate this momentous occasion! http://t.co/PxxEbMkI5N",1395347497,289,Caaroll_IphoneD
RT @taylorswift13: Confetti-bombed my brother for his birthday and he was like 😐 http://t.co/eVjwf8fMEw,1395347490,289,Caaroll_IphoneD
"RT @taylorswift13: One of the only unchanging things about my life in the last 10 years is my love of Paramore, Ingrid Michaelson, Fall Out…",1395347483,289,Caaroll_IphoneD
RT @taylorswift13: A day of cooking in the Hamptons with my HERO. How bad can that be? inagarten @foodnetwork_mag http://t.co/6t5LQNwhAu,1395347477,289,Caaroll_IphoneD
RT @taylorswift13: Lena on @jimmyfallon = the most adorable interview ever and I'm sad that it's over.,1395347465,1678,biebsftswift__
RT @taylorswift13: Lena on @jimmyfallon = the most adorable interview ever and I'm sad that it's over.,1395347456,289,Caaroll_IphoneD
"RT @taylorswift13: Happy Birthday, @austinswift7! I made an annoying meme to celebrate this momentous occasion! http://t.co/PxxEbMkI5N",1395347451,1339,drpsofjupiter
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347450,289,Caaroll_IphoneD
"RT @taylorswift13: My publicist describing the fashion direction of this shoot to me: ""It's supposed to be festive, but not 'Taylor Swift t…",1395347446,40,Swifti1D
RT @taylorswift13: Confetti-bombed my brother for his birthday and he was like 😐 http://t.co/eVjwf8fMEw,1395347443,1339,drpsofjupiter
RT @taylorswift13: A day of cooking in the Hamptons with my HERO. How bad can that be? inagarten @foodnetwork_mag http://t.co/6t5LQNwhAu,1395347437,1339,drpsofjupiter
RT @taylorswift13: apologizing to a very needy cat for being gone so long.,1395347427,669,holyswift1
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347426,1339,drpsofjupiter
RT @taylorswift13: They just told me Red sold 1.2 million albums first week. How is this real life?! You are UNREAL. I love you so much. Th…,1395347404,1339,drpsofjupiter
RT @taylorswift13: I just love you guys a lot.,1395347402,812,sunristaylor
RT @taylorswift13: I just love you guys a lot.,1395347389,3626,gavemeroses
RT @taylorswift13: They just told me Red sold 1.2 million albums first week. How is this real life?! You are UNREAL. I love you so much. Th…,1395347387,2432,CurlyHairOfTay
RT @taylorswift13: They just told me Red sold 1.2 million albums first week. How is this real life?! You are UNREAL. I love you so much. Th…,1395347359,1106,workswifts
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347341,1315,yasmina_drew
RT @taylorswift13: They just told me Red sold 1.2 million albums first week. How is this real life?! You are UNREAL. I love you so much. Th…,1395347325,1426,nutelladataylor
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347306,2453,PatriiciiaRuiz
"RT @taylorswift13: One of the only unchanging things about my life in the last 10 years is my love of Paramore, Ingrid Michaelson, Fall Out…",1395347298,151,Evilo0_MX
"RT @taylorswift13: Doing interviews w/ a song stuck in my head=""Focus. Answer the question. BABY YOU A SONG, YOU MAKE ME WANNA ROLL MY WIND…",1395347295,280,IoanaChirea
RT @taylorswift13: There are 13's EVERYWHERE. This is PERFECT.,1395347286,4913,speakmeow
RT @taylorswift13: There are 13's EVERYWHERE. This is PERFECT.,1395347281,568,Tinkardashian
RT @taylorswift13: Nashville tonight. Nashville tonight. Nashville tonight. Nashville tonight. NASHVILLE. TONIGHT.,1395347271,1774,swxftluvsyou
"RT @taylorswift13: My publicist describing the fashion direction of this shoot to me: ""It's supposed to be festive, but not 'Taylor Swift t…",1395347267,4030,tayswixt
RT @taylorswift13: Nashville tonight. Nashville tonight. Nashville tonight. Nashville tonight. NASHVILLE. TONIGHT.,1395347257,1037,vegaperezcastro
RT @taylorswift13: There are 13's EVERYWHERE. This is PERFECT.,1395347250,2542,o2well
RT @taylorswift13: There are 13's EVERYWHERE. This is PERFECT.,1395347235,368,alltooswiftly13
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347229,2173,MaxChernyavsky
RT @taylorswift13: Back in the studio. Uh oh...,1395347220,368,alltooswiftly13
RT @taylorswift13: My dad loves the CMAs. https://t.co/LeOt2PWzDx,1395347204,677,TSwift_fearless
"RT @taylorswift13: Trouble, trouble, trouble... @VictoriasSecret #VSFashionShow http://t.co/B1T2HkWGfi",1395347197,677,TSwift_fearless
RT @taylorswift13: So excited to have been a part of this. First look at The Giver. @OdeyaRush1 @KatieHolmes212 http://t.co/WlzcBSYRGx #The…,1395347172,1106,workswifts
RT @mbp2011_: @TIM_COOK #APPLE #MBP2011 #WHATWOULDSTEVEJOBSDO --&gt; http://t.co/fI5g8wXgKp http://t.co/qyFjinEtg0,1395347933,632,RegardingAudio
"RT @tim_cook: Remembering my friend Steve on his birthday. ""Stay hungry, Stay foolish"". We honor him by continuing the work he loved so muc…",1395347605,267,mrgrayston
RT @4aLowerplace: @tim_cook inspired by use of apple at @Lowerplace_PS Ismaeel chose Steve Jobs as his famous inventor. http://t.co/cVgjOyO…,1395346981,7,5alowerplace
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395345076,779,joanan89
@tim_cook Ahem RT @MacRumors: Malicious Tor Browser Persists in iOS App Store for Months Despite Protests http://t.co/d1Q0Xa3h4z,1395340148,342,jhuckaby
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395339635,1724,rumchampion
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395339617,1724,rumchampion
"RT @iambatt: @tim_cook I'm one of thousands of small businesses affected by the #MBP2011 GPU failures, how can Apple do nothing?",1395339598,1724,rumchampion
RT @Thiebout: @tim_cook The Apple Stores are beautiful. I’d be really happy if there would be one in Belgium.,1395338347,237,chrisn888
RT @iFred4S: Hey!  @tim_cook IOS 7! Very big piece of shit! http://t.co/k06hZMBCOD,1395337928,15,ci_loo
"RT @oktawian: Xcode 5.1 - crash no 10,000,000 - what a crap! What is wrong with #Apple under @tim_cook ?! :(  #Xcode51",1395334062,11,nsmeme
RT @peterebert: Thank you Tim for fiercely defending @Apple's switch to #renewable energy!!! http://t.co/J9R97VQAVz @tim_cook,1395333369,8795,GreenLiberation
RT @tim_cook: We are marking #World AIDS Day by turning Apple's logo red. Together we can achieve an AIDS free generation. http://t.co/3kdx…,1395333041,47,LoolyX7
RT @peterebert: Thank you Tim for fiercely defending @Apple's switch to #renewable energy!!! http://t.co/J9R97VQAVz @tim_cook,1395332274,266,TraciDegerman
RT @4aLowerplace: @tim_cook inspired by use of apple at @Lowerplace_PS Ismaeel chose Steve Jobs as his famous inventor. http://t.co/cVgjOyO…,1395331632,355,Lowerplace_PS
"RT @TheStreet: I'm an unabashed #Apple fanboy, and I'm defending Apple's #CEO @Tim_Cook:
http://t.co/jsT9NkWjYJ $AAPL",1395328048,23039,PRideas
RT @tim_cook: Visited Retail Stores in Palo Alto today. Seeing so many happy customers reminds us of why we do what we do.,1395326894,1205,apollozac
"RT @TomSteyer: When @Tim_Cook &amp; @RichardBranson both say businesses should stand up to #ClimateChange deniers, the corporate world should l…",1395326102,1788,GreenCircleNC
"RT @TheAppWhisperer: Letter to Jane – Fabulous Photography iPad Magazine http://t.co/tbyvYiA5ja @lettertojane, @tim_cook, #ipadmagazines, #…",1395325063,11,clearerreflect
"RT @TheAppWhisperer: Letter to Jane – Fabulous Photography iPad Magazine http://t.co/tbyvYiA5ja @lettertojane, @tim_cook, #ipadmagazines, #…",1395323900,1356,lettertojane
"RT @tim_cook: Great Auburn visit. Met @CoachGusMalzahn, @Pat_Sullivan7, coffee with Wade at @WakeUpAU, saw @AUTigerBaseball win, fun @AUAlu…",1395323893,443,KanHandlers
RT @tim_cook: Still standing at the intersection of technology and the liberal arts. Happy Birthday Mac! http://t.co/w1WhQEvn2i,1395323747,443,KanHandlers
"RT @eric_merced: Dear @tim_cook, the Artist community loves Apple. But we NEED an Apple equivalent to the Surface Pro. We know you can do i…",1395323726,1086,enderFP
"RT @TheAppWhisperer: Letter to Jane – Fabulous Photography iPad Magazine http://t.co/tbyvYiA5ja @lettertojane, @tim_cook, #ipadmagazines, #…",1395318914,261,mobilephotograf
RT @foolsrising: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/bsk4TYhJCO,1395314940,91,mbp2011_
RT @mlawrencephoto: Let's make @tim_cook and apple listen to us. Recall or replacement program! #mbp2011 https://t.co/wcK0VjCdfe,1395314935,91,mbp2011_
"RT @tim_cook: Remembering Steve on his birthday:  ""Details matter, it’s worth waiting to get it right.""",1395313590,32,fronk
"RT @social_sheep: @tim_cook Are we Robots for your company ?
http://t.co/Ays7YZsSkZ #apple #mbp2011  @mbp2011_ http://t.co/iKSmfhswFi",1395310881,251,pureisme
RT @foolsrising: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/bsk4TYhJCO,1395308644,8,pavlvsxavier
RT @mlawrencephoto: Let's make @tim_cook and apple listen to us. Recall or replacement program! #mbp2011 https://t.co/wcK0VjCdfe,1395308634,8,pavlvsxavier
RT @RegardingAudio: Apple in denial that the early 2011 macbook proo has issues even though it's widespread. #mbp2011 #whatwouldstevejobsdo…,1395308472,26,juantomasrguez
"RT @RegardingAudio: Going to cost me R14,000 here in South Africa to repair my macbook pro. Comon Apple, own up. #mbp2011 #whatwouldstevejo…",1395308467,26,juantomasrguez
"RT @iambatt: @tim_cook I'm one of thousands of small businesses affected by the #MBP2011 GPU failures, how can Apple do nothing?",1395308443,26,juantomasrguez
RT @JTN_07: @tim_cook Here is a video of my MacBook Pro and my trust in Apple falling apart before my eyes http://t.co/T3oQhwWURV #mbp2011,1395308426,26,juantomasrguez
RT @mlawrencephoto: Let's make @tim_cook and apple listen to us. Recall or replacement program! #mbp2011 https://t.co/wcK0VjCdfe,1395308415,26,juantomasrguez
RT @foolsrising: @tim_cook #mbp2011 #whatwouldstevejobsdo via http://t.co/bsk4TYhJCO,1395308412,26,juantomasrguez
